quiz_score_avg,assignment_completion_rate,time_on_platform_hrs,true_label
69.29820169624236,0.8787964742761488,4.334894068821599,Weak
57.88488904473245,0.7033472327423517,5.329735596195699,Weak
81.61022756989486,1.0,4.02546265720178,Good
87.03531966428942,0.746334044729228,11.838394794973254,Good
46.34958920541784,0.7194914224392683,3.6530361244874228,Weak
61.74388714111575,0.5235091033872815,3.5384068419310943,Weak
80.4945488799652,0.8893455428991228,8.25767901887999,Good
30.0,0.312743433556809,4.719625039749506,Weak
81.61549155183415,0.7082833019602737,4.544956672896969,Good
74.75217775941016,0.860390774496748,7.532968293823761,Good
87.64579595354928,1.0,9.392753714369011,Good
84.29099828972453,0.845640327034919,8.440805895160063,Good
73.93017284792397,0.8767925003104313,2.7733349220941745,Good
69.35901324191613,0.7751477247165034,13.742094061600358,Good
37.97475631527964,0.534624610090048,7.383492244103405,Weak
71.84630938675194,0.631138675093528,2.6673694853119443,Weak
68.16001116153106,0.6475186783467147,2.6183225063963294,Good
90.16276250101154,0.6175896756997041,5.7159341905731775,Good
65.18503936137984,0.39635806875353086,4.0276381713586815,Weak
72.47848324139835,0.7389898455425638,6.64939432500247,Good
91.96402979853094,0.7472699408909359,8.214698711658178,Good
84.56912492956245,0.7005113465545614,8.519542777553546,Good
65.87188863251983,0.3918702176254892,0.9371700404439474,Weak
66.30668121822808,0.8085875083816971,8.132187702219799,Good
67.79163330132928,0.8020121125442635,8.807884257742202,Good
60.0,0.711110105174148,2.057490587232098,Good
94.3532866711245,0.8095725847857833,5.460697095623065,Good
58.03275386255554,0.30248465802992475,2.5749340673732424,Weak
92.23328410146664,0.9081679380753369,5.4609300350273795,Good
72.7238825937344,0.852941220911073,9.49399487373635,Good
70.4120223577215,1.0,6.254653899823838,Good
95.24464016467115,0.8038613054750179,7.809830443895567,Good
77.08642574224893,0.5891330534908606,5.209807845272805,Weak
74.90458253437727,0.6284112342634699,6.7140364192504,Good
100.0,1.0,12.919893588114178,Good
84.60649525034081,0.7942279331305927,4.468320747646369,Good
60.0,0.8054491155195527,10.943449146711059,Good
52.882004009600564,0.9,4.248433469604957,Weak
85.47002372689381,1.0,6.086780047246052,Good
53.71191617531319,0.5790724298629134,2.6357579137411604,Weak
72.92795176652075,0.8768712248735927,2.160424140923407,Good
87.59717544894781,0.9124827395707202,4.761401443501883,Good
80.10703620122217,0.7729999815843541,12.996055752870593,Good
100.0,1.0,8.197365945946888,Good
93.10812109256644,0.8541200066282603,6.9125029913537945,Good
42.591221687423065,0.26178738421391695,4.75118260501312,Weak
69.0714870761829,1.0,8.939396420039467,Good
50.859061633332,0.4616897978752026,2.9344813447412634,Weak
91.45844968956624,0.6363249192511014,12.508202978916763,Good
66.06975508226412,0.6792123212193281,6.201987811455032,Weak
73.6634424269313,0.8008861074264275,6.427734806196223,Good
87.78966898291823,0.8231844657608979,10.142001482276276,Good
56.19035448805248,0.4870206371578595,3.1383851098255477,Weak
65.86877024571422,0.48950799462896677,4.037609868878461,Weak
55.08262772702836,0.6698580082671503,3.8772621631359603,Weak
67.20278433982173,1.0,3.9320889654201086,Good
40.497658456989,0.2,3.494169697170411,Weak
72.91621630135357,0.5271119146977886,5.452995405545779,Weak
95.72504851848315,0.8906195688993297,6.754136258297596,Good
80.89323938194418,0.6881516347271136,6.4570277571470855,Weak
75.21308358551212,0.7934421134618659,10.155252270414923,Good
100.0,0.8462177784006275,8.772119319252049,Good
82.52322935646944,1.0,6.132051914796644,Good
70.53000153047253,0.6104935742509624,4.500225659241734,Weak
77.20146113597954,0.8362430997392328,8.79280481493691,Good
60.15108941606957,0.6535642104136227,5.421226465006971,Weak
84.60130676515155,0.7183236966840587,6.233399519783912,Good
38.01811352085029,0.404277975623877,7.303826297325002,Weak
82.67812778158668,0.8350094085611721,7.354411029319459,Good
67.397239475918,1.0,6.184531293182008,Good
44.43399246503696,0.4031582094696571,4.799209730225772,Weak
91.45949987963205,0.959689259706884,5.038861463191054,Good
86.5771074104121,0.9696718681190647,11.545670127676681,Good
54.006805743902625,0.7166739033734014,0.9056714072685565,Weak
74.75469141460192,0.5333321088516894,0.5,Weak
65.8559164812078,0.6589979168654049,2.6305300637516176,Weak
94.88346332689086,0.7742985339050972,7.106399585129417,Good
79.48749264025705,1.0,3.0907909423805453,Good
36.31722778382015,0.6151445687314948,1.9051237658598021,Weak
55.066101447261616,0.8036282739541762,4.59825335111673,Weak
90.38594104243042,0.9005167533267268,9.476056543978398,Good
78.33241069111845,0.975784476121033,5.485470553005406,Good
59.74762078713806,0.6183459419350803,2.877065610201597,Weak
85.0,0.6852813805723907,5.06676944830848,Weak
92.22962372119541,0.7024979682639501,12.356353097547682,Good
87.62529107290028,0.730193747297405,8.905375699458398,Good
44.82817444591821,0.37270969747893423,3.2723504553850464,Weak
52.913675582097596,0.567281668239469,3.9041490123226255,Weak
56.994849374121685,0.402097451265096,6.7470584217836125,Weak
82.87448917618619,0.8587836389202033,7.54927103360522,Good
86.19760029481489,0.7295134483789587,7.713607258732781,Good
61.42723266577288,0.534490821262091,2.3738378458952525,Weak
35.65095693039666,0.32250311906793105,4.1527620156911205,Weak
30.0,0.4970578275322895,1.3243249045727605,Weak
74.01493242244648,0.9366284182525769,4.190004207818372,Good
46.30289986393599,0.7285467357796519,0.5,Weak
86.52654250077426,1.0,7.802749216781036,Good
92.45556756948693,0.6884824383703901,8.379138738639236,Good
100.0,0.9727667866302687,12.930624527361587,Good
46.64829449468699,0.8155817435876129,0.6064857873430696,Weak
57.06866952678569,0.7375943038569431,3.966570082175744,Weak
89.87864330360595,0.7330381995727214,10.361253811227357,Good
84.80617630947518,0.9742532099700334,5.4918135436999265,Good
48.13062808501733,0.3140358387270113,0.5,Weak
81.17262193627388,0.6587375367440022,6.222013409539548,Weak
52.301380501891344,0.6499683381069584,5.220170135485641,Weak
59.37220008966353,0.5308962386297832,2.5476016792020255,Weak
78.53609633295834,0.8887262272405707,5.518307169343031,Good
97.5998484671456,0.9652366201704001,2.617424400351691,Good
48.36651282334016,0.5437769994125526,2.4774810842609454,Weak
92.47344897363531,0.8935605141767292,2.836767437118592,Good
95.0674071636084,0.8577136022914555,4.766765666212081,Good
91.91108299636784,1.0,9.178305089153373,Good
52.57848705474532,0.6879620727729476,6.365976553419156,Weak
69.98602109713448,0.5511036610783409,2.3837334806850987,Weak
61.02091838072921,0.5152320595270758,0.5,Weak
