avg_time_to_complete_quiz_mins,avg_time_to_submit_assignment_days,session_duration_avg_mins,activities_per_hour
23.512848510398,3.366814043285442,36.1141187240141,6.2972366577365175
37.96134132126885,3.93736741425368,54.961936468155656,5.559263372983738
33.29252575331426,2.058596830997975,58.45160428337253,6.20836205420926
22.95990414647389,3.26918092025516,42.410554484061365,3.233357813012963
39.31001983843062,2.1032429865356974,19.09027787566091,2.45986096053639
23.679863225478336,3.692815210300923,41.59551925962322,6.785712477790224
40.74837205297641,2.376283965083607,41.17899775538036,5.024054994520218
15.997534734843022,2.2887266398817374,34.23763574090438,8.558043051540679
42.10133307499774,7.628645702815554,23.41107421697229,1.9974580379950708
20.19056513749853,5.196646054978954,54.20975213464956,4.997428769496404
23.094482302665376,5.040133885996919,69.05307964410204,4.854033273947613
23.6257501386466,2.541601636787206,49.192362641788556,5.5131492223360725
32.441206686999784,4.148090866397433,49.10104704856247,3.052511090496646
25.29046640424581,2.486200247291965,61.472995994986476,3.096873488598075
40.85382792569697,3.4522899925709183,50.38297055102217,7.336518907733364
25.8997271148276,2.1984724098954587,40.83376205865285,6.156203329981957
36.397316122780595,2.413077394554905,41.20843258376762,2.0
41.95784805815443,1.640798731336677,37.939919312307765,6.361969636707701
41.982209701799164,7.937489242334503,23.203559667274778,1.9415495105789622
10.0,3.3955988347629424,45.41126177040267,2.4786943111428195
12.96077322723647,1.5172205058529207,15.093381172696084,6.683503175332303
23.134271745826986,2.453735990822535,51.75492792342102,4.838832677308626
12.743009605370446,1.5922756515985186,47.336879620543,12.012185776318246
34.03665451581912,3.6265383633369423,30.125252567037126,2.745694086976416
41.75827407029996,2.377729777106004,22.91680338245318,6.992249080935999
14.005235495265811,2.3036727880099965,38.92779961310601,9.469755572099634
38.85368339429854,1.0,42.55044277352741,9.67652169381207
51.698711202749536,7.406312632839235,22.05811533379227,3.3956975066080046
32.130362851524986,2.403012968954468,35.09055449694592,6.139163260733874
14.194033864209928,1.496739342385271,39.790355116495284,9.336680977436162
10.243070139691483,2.0269928855914383,39.57605022640378,6.590543128778233
29.565963177086818,1.7030873867280174,55.44981062236157,6.115266005501895
50.99645839775964,6.844236229808924,32.18676900060423,4.304940204008033
40.07108964594257,3.09468138947073,35.31341187018673,4.913200761178489
18.235677077570877,1.207772354074781,29.00513848461778,7.556926804832524
56.42784861622969,3.7958308704478694,27.940232380491295,1.675138696149761
24.97076555940344,2.7224863811397664,32.56428903151476,4.694808288379543
19.67246224405421,2.593025633626629,45.168059608456566,5.845681812510372
33.04995724129679,2.95939376832147,43.84545285551305,5.388395642338534
60.0,6.569771799430635,25.468831516205753,4.128906595877223
60.0,6.696442208288338,19.237049160826768,1.5571462459326646
37.25074588317722,3.2106354452150585,35.385355682245404,5.684304978727615
18.994927289709103,2.526354542348809,80.31658002322345,6.086736590572592
17.873669693886562,1.4211265083842575,29.866665438956943,11.330703835247062
15.240920839764106,2.731621056242643,33.46111228175102,8.603094684667225
45.86963308383001,3.7571768211020227,50.00514389307895,3.523049469473067
23.193738010974773,2.2712098036226167,39.21939538877369,5.3639042195824125
33.82071055642404,2.0827383578227128,40.59462995913227,5.047383509228867
10.0,2.2312335899614792,39.49161992185319,5.872585047455759
32.70685953548768,2.007421993271177,45.245006006555016,2.8014892139868572
18.80006331467858,1.6215023610272,22.73839552088055,7.607438697224127
11.164136618427182,3.0182524608561128,59.7655205731197,5.791221249541596
51.846250746481985,4.617575124417765,23.49266522473019,3.415663372538606
13.796561011436696,0.8952615322905974,38.11182983481747,8.502947217881024
60.0,3.159396439858611,32.33893319582278,1.4829269630943673
15.901056468990198,1.8463613775584298,24.84535602762641,11.405029316259212
8.924356699639729,0.5,38.10700583384135,7.8103515374382555
51.88278489438216,4.301438076179817,35.967702081034346,1.0
29.505791501835514,3.163427820386131,37.832652769845026,5.924869028460907
29.481821921616987,3.0929356526829777,38.400902010427856,4.234904074855876
39.22118482609354,1.782596206503048,50.61540506558222,3.2445789404048377
32.86675608860803,1.8034420713833135,27.077882660962278,2.0
60.0,6.6817415826925615,12.421793762203372,3.0988872158551835
